PRODUTO;PRINCÍPIO ATIVO;LABORATÓRIO;TIPO DE PRODUTO (STATUS DO PRODUTO);TARJA
TELMISARTANA;TELMISARTANA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
TELMISARTANA;TELMISARTANA;EMS S/A;Genérico;Tarja Vermelha
TELMISARTANA + HIDROCLOROTIAZIDA;"TELMISARTANA;HIDROCLOROTIAZIDA";BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Genérico;Venda Livre
TELMISARTANA+HIDROCLOROTIAZIDA;"TELMISARTANA;HIDROCLOROTIAZIDA";GERMED FARMACEUTICA LTDA;Genérico;Venda Livre
TELMISARTANA+HIDROCLOROTIAZIDA;"TELMISARTANA;HIDROCLOROTIAZIDA";EMS S/A;Genérico;Venda Livre
TELOL;ATENOLOL;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;Similar;Tarja Preta
TELOL;ATENOLOL;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;Similar;Venda Livre
TELOL C;"CLORTALIDONA;ATENOLOL";GEOLAB INDÚSTRIA FARMACÊUTICA S/A;Similar;Venda Livre
TELZIR;FOSAMPRENAVIR;GLAXOSMITHKLINE BRASIL LTDA;Novo (Referência);Tarja Vermelha
TELZIR;FOSAMPRENAVIR CÁLCICO;GLAXOSMITHKLINE BRASIL LTDA;Novo (Referência);Tarja Vermelha
TEMODAL;TEMOZOLOMIDA;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;Novo (Referência);Tarja Vermelha
TEMOLIDA;TEMOZOLOMIDA;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;Similar;Tarja Vermelha
TEMOZOD;TEMOZOLOMIDA;SUN FARMACÊUTICA DO BRASIL LTDA;Similar;Tarja Vermelha
TEMOZOLOMIDA;TEMOZOLOMIDA;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;Genérico;Tarja Vermelha
TEMOZOLOMIDA;TEMOZOLOMIDA;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
TEMOZOLOMIDA;TEMOZOLOMIDA;SUN FARMACÊUTICA DO BRASIL LTDA;Genérico;Tarja Vermelha
TEMOZOLOMIDA;TEMOZOLOMIDA;ZODIAC PRODUTOS FARMACÊUTICOS S/A;Genérico;Tarja Vermelha
TÊMPORA;TOPIRAMATO;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;Similar;Venda Livre
TENADREN;"HIDROCLOROTIAZIDA;CLORIDRATO DE PROPRANOLOL";EMS SIGMA PHARMA LTDA;Similar;Venda Livre
TENADREN;"HIDROCLOROTIAZIDA;CLORIDRATO DE PROPRANOLOL";EMS SIGMA PHARMA LTDA;Novo;Venda Livre
TENLOPIN;BESILATO DE ANLODIPINO;LABORATÓRIO TEUTO BRASILEIRO S/A;Similar;Tarja Vermelha
TENOFTAL;MALEATO DE TIMOLOL;LABORATÓRIO TEUTO BRASILEIRO S/A;Similar;Tarja Vermelha
TENOLON;ATENOLOL;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;Similar;Tarja Preta
TENORETIC;"CLORTALIDONA;ATENOLOL";ASTRAZENECA DO BRASIL LTDA;Novo (Referência);Venda Livre
TENOXICAM;TENOXICAM;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Genérico;Venda Livre
TENOXICAM;TENOXICAM;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;Genérico;Venda Livre
TENOXICAM;TENOXICAM;EMS S/A;Genérico;Venda Livre
TENOXICAM;TENOXICAM;EUROFARMA LABORATÓRIOS S.A.;Genérico;Venda Livre
TENOXICAM;TENOXICAM;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;Genérico;Venda Livre
TENOXICAM;TENOXICAM;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Venda Livre
TENOXICAM;TENOXICAM;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;Genérico;Venda Livre
TENOXICAM;TENOXICAM;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;Genérico;Venda Livre
TENOXIL;TENOXICAM;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;Similar;Venda Livre
TENSALDIN;"MUCATO DE ISOMETEPTENO;CAFEÍNA;DIPIRONA";CELLERA FARMACÊUTICA S.A.;Similar;Tarja Vermelha
TENSALIV;BESILATO DE ANLODIPINO;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Similar;Tarja Vermelha
TENSALIV;BESILATO DE ANLODIPINO;HYPERA S.A.;Similar;Tarja Vermelha
TENSIOVAL;METILDOPA;SANVAL COMÉRCIO E INDÚSTRIA LTDA;Similar;Tarja Preta
TENSURIL;DIAZÓXIDO;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;Similar;Tarja Vermelha
TEOLONG;TEOFILINA;ABBOTT LABORATÓRIOS DO BRASIL LTDA;Novo (Referência);Tarja Vermelha
TEORO;ÁCIDO ZOLEDRÔNICO MONOIDRATADO;LIBBS FARMACÊUTICA LTDA;Similar;Tarja Vermelha
TEPEV;HIDROXIURÉIA;EMS S/A;Similar;Tarja Vermelha
TERBUTIL;SULFATO DE TERBUTALINA;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;Similar (Referência);Venda Livre
TERCONAN;TERCONAZOL;EMS S/A;Similar;Venda Livre
TERCONAZOL;TERCONAZOL;EMS S/A;Genérico;Venda Livre
TERCONAZOL;TERCONAZOL;GERMED FARMACEUTICA LTDA;Genérico;Venda Livre
TERICIN AT;"CLORIDRATO DE TETRACICLINA;ANFOTERICINA B";ATIVUS FARMACÊUTICA LTDA;Similar;Venda Livre
TERICIN AT;"CLORIDRATO DE TETRACICLINA;ANFOTERICINA B";ARESE PHARMA LTDA;Similar;Venda Livre
TERIFLUNOMIDA;TERIFLUNOMIDA;SANOFI MEDLEY FARMACÊUTICA LTDA.;Genérico;Tarja Vermelha
TERMOL;PARACETAMOL;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;Similar;Venda Livre
TERMOPIRONA;DIPIRONA MAGNÉSICA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Similar;Venda Livre
TERMOPIRONA;DIPIRONA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Similar;Venda Livre
TERMOPRIN;DIPIRONA;CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA;Similar;Venda Livre
TEROLAC;TROMETAMOL CETOROLACO;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;Similar;Tarja Vermelha
TEROST;ALENDRONATO DE SÓDIO TRI-HIDRATADO;ATIVUS FARMACÊUTICA LTDA;Similar;Tarja Vermelha
TERRA - CORTRIL;"HIDROCORTISONA;CLORIDRATO DE OXITETRACICLINA";WYETH INDÚSTRIA FARMACÊUTICA LTDA;Novo (Referência);Tarja Vermelha
TERRA-CORTRIL;"HIDROCORTISONA;CLORIDRATO DE OXITETRACICLINA";LABORATÓRIOS PFIZER LTDA;Novo (Referência);Tarja Vermelha
TERRAMICINA;"SULFATO DE POLIMIXINA B;CLORIDRATO DE OXITETRACICLINA";LABORATÓRIOS PFIZER LTDA;Novo (Referência);Venda Livre
TERRAMICINA;"SULFATO DE POLIMIXINA B;CLORIDRATO DE OXITETRACICLINA";WYETH INDÚSTRIA FARMACÊUTICA LTDA;Novo (Referência);Venda Livre
TERSOCOR HCT;"TELMISARTANA;HIDROCLOROTIAZIDA";BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Similar;Venda Livre
TESS;"ETINILESTRADIOL;ACETATO DE CIPROTERONA";BIOLAB SANUS FARMACÊUTICA LTDA;Similar;Tarja Vermelha
TESS;"ETINILESTRADIOL;ACETATO DE CIPROTERONA";UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;Similar;Tarja Vermelha
TETANOGAMMA;IMUNOGLOBULINA ANTITETÂNICA;CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;Biológicos;Tarja Vermelha
TETMOSOL;SULFIRAM;ASTRAZENECA DO BRASIL LTDA;Novo (Referência);Tarja Vermelha
TETRACICLINA + ANFOTERICINA B;"CLORIDRATO DE TETRACICLINA;ANFOTERICINA B";SANOFI MEDLEY FARMACÊUTICA LTDA.;Genérico;Venda Livre
TETRACLIN;CLORIDRATO DE TETRACICLINA;LABORATÓRIO TEUTO BRASILEIRO S/A;Similar;Tarja Vermelha
TETRADERM;"VALERATO DE BETAMETASONA;TOLNAFTATO;SULFATO DE GENTAMICINA";LABORATÓRIO TEUTO BRASILEIRO S/A;Similar;Tarja Vermelha
TETRALYSAL;LIMECICLINA;GALDERMA BRASIL LTDA;Novo (Referência);Tarja Vermelha
TETRAMED;CLORIDRATO DE TETRACICLINA;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;Similar;Tarja Vermelha
TETRAXIM;VACINA ADSORVIDA DIFTERIA, TÉTANO, PERTUSSIS (ACELULAR), POLIOMIELITE 1, 2 E 3 (INATIVADA);SANOFI-AVENTIS FARMACÊUTICA LTDA;Biológicos;Tarja Vermelha
TEUBILIV;CLORIDRATO DE NEBIVOLOL;LABORATÓRIO TEUTO BRASILEIRO S/A;Similar;Tarja Preta
TEUCIPROX;CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;LABORATÓRIO TEUTO BRASILEIRO S/A;Similar;Tarja Preta
TEUFRON;ALPRAZOLAM;LABORATÓRIO TEUTO BRASILEIRO S/A;Similar;Venda Livre
TEUPANTOL;DEXPANTENOL;LABORATÓRIO TEUTO BRASILEIRO S/A;Específico;Venda Livre
TEUSIL;CAPTOPRIL;LABORATÓRIO TEUTO BRASILEIRO S/A;Similar;Tarja Vermelha
TEUTOFORMIN;CLORIDRATO DE METFORMINA;LABORATÓRIO TEUTO BRASILEIRO S/A;Similar;Tarja Preta
TEUTOMICIN;"SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA";LABORATÓRIO TEUTO BRASILEIRO S/A;Similar;Venda Livre
TEUTOVIT E;ACETATO DE RACEALFATOCOFEROL;LABORATÓRIO TEUTO BRASILEIRO S/A;Similar;Venda Livre
TEUTOZOL;OMEPRAZOL;LABORATÓRIO TEUTO BRASILEIRO S/A;Similar;Tarja Vermelha
TEUTRAZI;AZITROMICINA;LABORATÓRIO TEUTO BRASILEIRO S/A;Similar;Venda Livre
TEVACARBO;CARBOPLATINA;TEVA FARMACÊUTICA LTDA.;Similar;Tarja Vermelha
TEVAETOPO;ETOPOSÍDEO;TEVA FARMACÊUTICA LTDA.;Similar;Tarja Vermelha sob restrição
TEVAFOLIN;FOLINATO DE CÁLCIO;TEVA FARMACÊUTICA LTDA.;Similar;Tarja Vermelha
TEVAGRASTIM;FILGRASTIM;TEVA FARMACÊUTICA LTDA.;Biológicos;Venda Livre
TEVAIRINOT;CLORIDRATO DE IRINOTECANO TRIIDRATADO;TEVA FARMACÊUTICA LTDA.;Similar;Tarja Vermelha
TEVALIX;LINEZOLIDA;TEVA FARMACÊUTICA LTDA.;Similar;Tarja Vermelha
TEVAMETHO;METOTREXATO;TEVA FARMACÊUTICA LTDA.;Similar;Venda Livre
TEVAOXALI;OXALIPLATINA;TEVA FARMACÊUTICA LTDA.;Similar;Tarja Vermelha
TEVAZI;AZITROMICINA DI-HIDRATADA;TEVA FARMACÊUTICA LTDA.;Similar;Venda Livre
THERAPSOR;PROPIONATO DE CLOBETASOL;THERASKIN FARMACEUTICA LTDA.;Similar;Venda Livre
THERASONA;ACETATO DE HIDROCORTISONA;THERASKIN FARMACEUTICA LTDA.;Similar;Venda Livre
THIABEN;TIABENDAZOL;UCI - FARMA INDÚSTRIA FARMACÊUTICA LTDA;Similar;Venda Livre
THIABENA;TIABENDAZOL;UCI - FARMA INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
THIOCTACID;ÁCIDO TIÓCTICO;MERCK S/A;Novo (Referência);Venda Livre
THIOMUCASE;"MUCOPOLISSACARIDASE;ALFAMILASE;ALFAQUIMOTRIPSINA";COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;Específico;Tarja Vermelha
THIOPENTAX;TIOPENTAL SÓDICO;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;Similar (Referência);Tarja Vermelha
THYLOM;PARACETAMOL;LABORATÓRIOS OSÓRIO DE MORAES LTDA;Similar;Venda Livre
THYMODERM;"VALERATO DE BETAMETASONA;TOLNAFTATO;SULFATO DE GENTAMICINA;CLIOQUINOL";INDÚSTRIA FARMACÊUTICA MELCON DO BRASIL S.A.;Similar;Tarja Vermelha
THYMOGLOBULINE;NI;SANOFI-AVENTIS FARMACÊUTICA LTDA;Biológicos;Tarja Vermelha
THYMOGLOBULINE;IMUNOGLOBULINA HUMANA;GENZYME DO BRASIL LTDA;Biológicos;Tarja Vermelha
THYROGEN;ALFATIROTROPINA;SANOFI-AVENTIS FARMACÊUTICA LTDA;Biológicos;Venda Livre
TIADOL;TIABENDAZOL;CELLERA FARMACÊUTICA S.A.;Similar;Venda Livre
TIAPLEX;TIABENDAZOL;CELLERA FARMACÊUTICA S.A.;Similar;Tarja Vermelha
TIBIAL;TIBOLONA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Similar;Tarja Vermelha sob restrição
TIBOCLIN;TIBOLONA;EMS S/A;Similar;Tarja Vermelha sob restrição
TIBOLONA;TIBOLONA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Genérico;Tarja Vermelha sob restrição
TIBOLONA;TIBOLONA;NOVA QUIMICA FARMACÊUTICA S/A;Genérico;Tarja Vermelha sob restrição
TIBOLONA;TIBOLONA;GERMED FARMACEUTICA LTDA;Genérico;Tarja Vermelha sob restrição
TIBOLONA;TIBOLONA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha sob restrição
TIBOLONA;TIBOLONA;EMS S/A;Genérico;Tarja Vermelha sob restrição
TICLID;CLORIDRATO DE TICLOPIDINA;SANOFI-AVENTIS FARMACÊUTICA LTDA;Novo (Referência);Tarja Vermelha
TICLOBAL;CLORIDRATO DE TICLOPIDINA;LABORATÓRIOS BALDACCI LTDA;Similar;Tarja Vermelha
TIENAM;"IMIPENÉM MONOIDRATADO;CILASTATINA SÓDICA";MERCK SHARP & DOHME FARMACEUTICA LTDA;Novo (Referência);Tarja Vermelha
TIEPEM;IMIPENÉM MONOIDRATADO;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
TIEPEM;"IMIPENÉM MONOIDRATADO;CILASTATINA SÓDICA";INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
TIGMA;HEMITARTARATO DE RIVASTIGMINA;GERMED FARMACEUTICA LTDA;Similar;Venda Livre
TILATIL;TENOXICAM;MYLAN LABORATORIOS LTDA;Novo;Venda Livre
TILATIL;TENOXICAM;MEDA PHARMA IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS FARMACÊUTICOS LTDA.;Novo (Referência);Venda Livre
TILENATI;PARACETAMOL;NATIVITA IND. COM. LTDA.;Similar;Venda Livre
TILESTAL;"PARACETAMOL;CLORIDRATO DE TRAMADOL";ATIVUS FARMACÊUTICA LTDA;Similar;Tarja Preta
TILESTAL;"PARACETAMOL;CLORIDRATO DE TRAMADOL";MYRALIS INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Preta
TILESTAL;CLORIDRATO DE TRAMADOL;MYRALIS INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Preta
TILOGER;TIBOLONA;GERMED FARMACEUTICA LTDA;Similar;Tarja Vermelha sob restrição
TILOGRAN;TIBOLONA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha sob restrição
TILONAX;TENOXICAM;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;Similar;Venda Livre
TILOXICAN;TENOXICAM;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;Similar;Venda Livre
TILOXINEO;TENOXICAM;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Similar;Venda Livre
TILUGEN;FENDIZOATO DE CLOPERASTINA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Similar;Tarja Vermelha
TIMASEN SR;CLORIDRATO DE TRAMADOL;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;Similar;Tarja Preta
TIMASEN SR;CLORIDRATO DE TRAMADOL;MYLAN LABORATORIOS LTDA;Similar;Tarja Preta
TIMEOLATE;CLORETO DE BENZETÔNIO;LABORATORIO INDUSTRIAL FARMACÊUTICO LIFAR LTDA;Similar;Venda Livre
TIMONEO;MALEATO DE TIMOLOL;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Similar;Tarja Vermelha
TIMOPTOL;MALEATO DE TIMOLOL;MERCK SHARP & DOHME FARMACEUTICA LTDA;Novo (Referência);Tarja Vermelha
TIMOPTOL;MALEATO DE TIMOLOL;MUNDIPHARMA BRASIL PRODUTOS MÉDICOS E FARMACÊUTICOS LTDA;Novo (Referência);Tarja Vermelha
TIMOSAN;MALEATO DE TIMOLOL;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;Similar;Tarja Vermelha
TIMOSOPT;CLORIDRATO DE DORZOLAMIDA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Similar;Tarja Vermelha
TIMULINA;TIMOSTIMULINA;LABORATÓRIO DE EXTRATOS ALERGÊNICOS LTDA;Similar;Venda Livre
TINIDAZOL;TINIDAZOL;EMS S/A;Genérico;Tarja Vermelha
TINIDAZOL;TINIDAZOL;SANOFI MEDLEY FARMACÊUTICA LTDA.;Genérico;Tarja Vermelha
TINIDAZOL;TINIDAZOL;GERMED FARMACEUTICA LTDA;Genérico;Tarja Vermelha
TINIDAZOL + NITRATO DE MICONAZOL;"TIOCONAZOL;NITRATO DE MICONAZOL";EMS S/A;Genérico;Tarja Vermelha
TINIDAZOL + NITRATO DE MICONAZOL;"TINIDAZOL;NITRATO DE MICONAZOL";GEOLAB INDÚSTRIA FARMACÊUTICA S/A;Genérico;Tarja Vermelha
TINIDAZOL + NITRATO DE MICONAZOL;"TINIDAZOL;NITRATO DE MICONAZOL";SANOFI MEDLEY FARMACÊUTICA LTDA.;Genérico;Tarja Vermelha
TINIDAZOL + NITRATO DE MICONAZOL;"TINIDAZOL;NITRATO DE MICONAZOL";GERMED FARMACEUTICA LTDA;Genérico;Tarja Vermelha
TINIDAZOL + NITRATO DE MICONAZOL;"TINIDAZOL;NITRATO DE MICONAZOL";PRATI DONADUZZI & CIA LTDA;Genérico;Tarja Vermelha
TINIDAZOL + NITRATO DE MICONAZOL;"TINIDAZOL;NITRATO DE MICONAZOL";LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
TINIDAZOL + NITRATO DE MICONAZOL;"TINIDAZOL;NITRATO DE MICONAZOL";COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;Genérico;Tarja Vermelha
TINIDAZOL+NITRATO DE MICONAZOL;"TINIDAZOL;NITRATO DE MICONAZOL";CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;Genérico;Tarja Vermelha
TININ;"TIOCONAZOL;TINIDAZOL";GEOLAB INDÚSTRIA FARMACÊUTICA S/A;Similar;Tarja Vermelha
TINODIN;"TARTARATO DE BRIMONIDINA;MALEATO DE TIMOLOL";COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;Similar;Tarja Vermelha
TIOABENDAZOL;TIABENDAZOL;UCI - FARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Venda Livre
TIOCOLCHICOSIDEO;TIOCOLCHICOSÍDEO;BLAU FARMACÊUTICA S.A.;Genérico;Tarja Preta
TIOCONAZOL;TIOCONAZOL;BLAU FARMACÊUTICA S.A.;Genérico;Venda Livre
TIOCONAZOL;TIOCONAZOL;SANOFI MEDLEY FARMACÊUTICA LTDA.;Genérico;Venda Livre
TIOCONAZOL + TINIDAZOL;"TIOCONAZOL;TINIDAZOL";BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Genérico;Tarja Vermelha
TIOCONAZOL + TINIDAZOL;"TIOCONAZOL;TINIDAZOL";EMS S/A;Genérico;Tarja Vermelha
TIOCONAZOL + TINIDAZOL;"TIOCONAZOL;TINIDAZOL";GEOLAB INDÚSTRIA FARMACÊUTICA S/A;Genérico;Tarja Vermelha
TIOCONAZOL + TINIDAZOL;"TIOCONAZOL;TINIDAZOL";LABORATÓRIO GLOBO LTDA;Genérico;Tarja Vermelha
TIOCONAZOL + TINIDAZOL;"TIOCONAZOL;TINIDAZOL";MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;Genérico;Tarja Vermelha
TIOCONAZOL + TINIDAZOL;"TIOCONAZOL;TINIDAZOL";NOVA QUIMICA FARMACÊUTICA S/A;Genérico;Tarja Vermelha
TIOCONAZOL + TINIDAZOL;"TIOCONAZOL;TINIDAZOL";GERMED FARMACEUTICA LTDA;Genérico;Tarja Vermelha
TIOCONAZOL + TINIDAZOL;"TIOCONAZOL;TINIDAZOL";PRATI DONADUZZI & CIA LTDA;Genérico;Tarja Vermelha
TIOCONAZOL + TINIDAZOL;"TIOCONAZOL;TINIDAZOL";LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
TIOCONAZOL+TINIDAZOL;"TIOCONAZOL;TINIDAZOL";SANOFI MEDLEY FARMACÊUTICA LTDA.;Genérico;Tarja Vermelha
TIONAZEN;TIOCONAZOL;CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA;Similar;Venda Livre
TIORFAN;RACECADOTRILA;LABORATÓRIOS BAGÓ DO BRASIL S/A;Novo (Referência);Tarja Vermelha
TIOTRAX;"TIOCONAZOL;TINIDAZOL";EMS S/A;Similar;Tarja Vermelha
TIOXIN;"TICARCILINA DISSÓDICA;CLAVULANATO DE POTÁSSIO";NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha sob restrição
TIOXIN;TICARCILINA DISSÓDICA;NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha sob restrição
TIRATOSSE;BENZOATO DE SÓDIO;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;Similar;Tarja Vermelha
TISSEEL;"TROMBINA;FIBRINOGÊNIO;APROTININA";BAXTER HOSPITALAR LTDA;Biológicos;Tarja Vermelha
TITENIL;TENOXICAM;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;Similar;Venda Livre
TIVICAY;DOLUTEGRAVIR SÓDICO;GLAXOSMITHKLINE BRASIL LTDA;Novo;Tarja Vermelha
TOARIP;ARIPIPRAZOL;TORRENT DO BRASIL LTDA;Similar;Venda Livre
TOBI;TOBRAMICINA;NOVARTIS BIOCIENCIAS S.A;Novo (Referência);Tarja Vermelha
TOBI;TOBRAMICINA;UNITED MEDICAL LTDA;Novo (Referência);Tarja Vermelha
TOBI;TOBRAMICINA;MYLAN LABORATORIOS LTDA;Novo;Tarja Vermelha
TOBRACIN;TOBRAMICINA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;Similar;Venda Livre
TOBRACIN;TOBRAMICINA;LATINOFARMA INDUSTRIAS FARMACEUTICAS LTDA;Similar;Venda Livre
TOBRACIN-D;"TOBRAMICINA;DEXAMETASONA";LATINOFARMA INDUSTRIAS FARMACEUTICAS LTDA;Similar;Tarja Vermelha
TOBRACORT;"TOBRAMICINA;DEXAMETASONA";UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;Similar;Tarja Vermelha
TOBRACULAR;TOBRAMICINA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Similar;Venda Livre
TOBRADEX;"TOBRAMICINA;DEXAMETASONA";NOVARTIS BIOCIENCIAS S.A;Novo (Referência);Tarja Vermelha
TOBRAGAN;TOBRAMICINA;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;Novo;Venda Livre
TOBRALOX;TOBRAMICINA;EMS S/A;Similar;Venda Livre
TOBRAMICINA;TOBRAMICINA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Genérico;Venda Livre
TOBRAMICINA;TOBRAMICINA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;Genérico;Venda Livre
TOBRAMICINA;TOBRAMICINA;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;Genérico;Venda Livre
TOBRAMICINA;TOBRAMICINA;BIOSINTÉTICA FARMACÊUTICA LTDA;Genérico;Venda Livre
TOBRAMICINA;TOBRAMICINA;GERMED FARMACEUTICA LTDA;Genérico;Venda Livre
TOBRAMICINA;TOBRAMICINA;EMS SIGMA PHARMA LTDA;Genérico;Venda Livre
TOBRAMICINA;TOBRAMICINA;OPEM REPRESENTAÇÃO IMPORTADORA EXPORTADORA E DISTRIBUIDORA LTDA;Genérico;Tarja Vermelha
TOBRAMICINA;TOBRAMICINA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Venda Livre
TOBRAMICINA + DEXAMETASONA;"TOBRAMICINA;DEXAMETASONA";NOVARTIS BIOCIENCIAS S.A;Genérico;Tarja Vermelha
TOBRAMICINA + DEXAMETASONA;"TOBRAMICINA;DEXAMETASONA";ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;Genérico;Tarja Vermelha
TOBRAMICINA + DEXAMETASONA;"TOBRAMICINA;DEXAMETASONA";BIOSINTÉTICA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
TOBRAMINA;SULFATO DE TOBRAMICINA;ANTIBIÓTICOS DO BRASIL LTDA;Novo;Tarja Vermelha
TOBRANOM;TOBRAMICINA;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;Similar;Venda Livre
TOBRAZOL;TOBRAMICINA;TEVA FARMACÊUTICA LTDA.;Similar;Tarja Vermelha
TOBREX;TOBRAMICINA;NOVARTIS BIOCIENCIAS S.A;Novo (Referência);Venda Livre
TODOC;ETODOLACO;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Similar;Venda Livre
TOFRANIL;CLORIDRATO DE IMIPRAMINA;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Novo (Referência);Tarja Preta
TOFRANIL PAMOATO;CLORIDRATO DE IMIPRAMINA;NOVARTIS BIOCIENCIAS S.A;Novo (Referência);Tarja Preta
TOLREST;CLORIDRATO DE SERTRALINA;BIOSINTÉTICA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
TOLREST;CLORIDRATO DE SERTRALINA;BIOSINTÉTICA FARMACÊUTICA LTDA;Novo (Referência);Tarja Vermelha
TOLREST;CLORIDRATO DE SERTRALINA;Aché Laboratórios Farmacêuticos S.A;Similar;Tarja Vermelha
TÔNICO VITAL;"ÁCIDO FOSFÓRICO;SULFATO FERROSO";LABORATÓRIO GLOBO LTDA;Específico;Tarja Vermelha
TOPAMAX;TOPIRAMATO;JANSSEN-CILAG FARMACÊUTICA LTDA;Similar (Referência);Venda Livre
